JD ID for Subcribing Institution,625,,,,,,,,,,
SO Identifier,wiley_full collection_2012-2014_nesli2,,,,,,,,,,
Subscription Term Start Year,2012,,,,,,,,,,
Subscription Term End Year,2014,,,,,,,,,,
included_st, publication_title,print_identifier,online_identifier,date_first_issue_subscribed,num_first_vol_subscribed,num_first_issue_subscribed,date_last_issue_subscribed,num_last_vol_subscribed,num_last_issue_subscribed,embargo_info,core_title
,JOURNAL OF SURGICAL ONCOLOGY,0022-4790,1096-9098,1997,,,,,,,
,JOURNAL OF SYNCHROTRON RADIATION,0909-0495,1600-5775,1997,4,,,,,,
,JOURNAL OF TEXTURE STUDIES,0022-4901,1745-4603,1997,28,,,,,,
,JOURNAL OF THE AMERICAN ACADEMY OF NURSE PRACTITIONERS,1041-2972,1745-7599,1997,9,,,,,,
,JOURNAL OF THE AMERICAN CERAMIC SOCIETY,0002-7820,1551-2916,1997,80,,,,,,
,JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION  SCIENCE AND TECHNOLOGY,1532-2882,1532-2890,1997,,,,,,,Y
,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,1093-474X,1752-1688,1997,33,,,,,,
,JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY & VENEREOLOGY,0926-9959,1468-3083,1997,8,,,,,,
,JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES,0022-5061,1520-6696,1997,,,,,,,
,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,1085-9489,1529-8027,2000,5,,,,,,
,JOURNAL OF THE ROYAL STATISTICAL SOCIETY: SERIES A (STATISTICS IN SOCIETY),0964-1998,1467-985X,1997,160,,,,,,Y
,JOURNAL OF THE ROYAL STATISTICAL SOCIETY: SERIES B (STATISTICAL METHODOLOGY),1369-7412,1467-9868,1997,59,,,,,,Y
,JOURNAL OF THE ROYAL STATISTICAL SOCIETY: SERIES C (APPLIED STATISTICS),0035-9254,1467-9876,1997,46,,,,,,Y
,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,0022-5142,1097-0010,1997,,,,,,,
,JOURNAL OF THE WORLD AQUACULTURE SOCIETY,0893-8849,1749-7345,1997,28,,,,,,
,JOURNAL OF TIME SERIES ANALYSIS,0143-9782,1467-9892,1997,18,,,,,,
,JOURNAL OF TRAUMATIC STRESS,0894-9867,1573-6598,1998,11,,,,,,
,JOURNAL OF TRAVEL MEDICINE,1195-1982,1708-8305,1997,4,,,,,,
,JOURNAL OF URBAN AFFAIRS,0735-2166,1467-9906,1997,19,,,,,,Y
,JOURNAL OF VEGETATION SCIENCE,1100-9233,1654-1103,1997,8,,,,,,
,JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,1479-3261,1476-4431,1997,7,,,,,,
,JOURNAL OF VETERINARY INTERNAL MEDICINE,0891-6640,1939-1676,1997,11,,,,,,
,JOURNAL OF VETERINARY PHARMACOLOGY & THERAPEUTICS,0140-7783,1365-2885,1997,19,,,,,,
,JOURNAL OF VINYL & ADDITIVE TECHNOLOGY,1083-5601,1548-0585,1997,,,,,,,
,JOURNAL OF VIRAL HEPATITIS,1352-0504,1365-2893,1997,4,,,,,,
,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY  RESEARCH,0947-5745,1439-0469,1997,,,,,,,
,JOURNAL OF ZOOLOGY,0952-8369,1469-7998,1997,241,,,,,,
,JUVENILE AND FAMILY COURT JOURNAL,0161-7109,1755-6988,1997,48,,,,,,
,KNOWLEDGE AND PROCESS MANAGEMENT: THE JOURNAL OF CORPORATE TRANSFORMATION,1092-4604,1099-1441,1997,4,,,,,,Y
,KYKLOS INTERNATIONAL REVIEW OF SOCIAL SCIENCES,0023-5962,1467-6435,1997,50,,,,,,
,LABOUR,1121-7081,1467-9914,1997,11,,,,,,
,LAKES & RESERVOIRS: RESEARCH AND MANAGEMENT,1320-5331,1440-1770,1997,3,,,,,,
,LAND DEGRADATION AND DEVELOPMENT,1085-3278,1099-145X,1997,,,,,,,
,LANGUAGE LEARNING,0023-8333,1467-9922,1997,47,,,,,,Y
,LASER PHYSICS LETTERS,1612-2011,1612-202X,2004,1,,,,,,
,LASER TECHNIK JOURNAL,1613-7728,1863-9119,2004,1,,,,,,
,LASERS IN SURGERY AND MEDICINE,0196-8092,1096-9101,1997,,,,,,,
,LATIN AMERICAN POLICY,2041-7365,2041-7373,2010,1,,,,,,
,LATIN AMERICAN POLITICS AND SOCIETY,1531-426X,1548-2456,1997,,,,,,,
,LAW & POLICY,0265-8240,1467-9930,1997,19,,,,,,
,LAW & SOCIAL INQUIRY,0897-6546,1747-4469,1997,22,,,,,,
,LAW & SOCIETY REVIEW,0023-9216,1540-5893,2003,37,,,,,,
,LEADER TO LEADER,1087-8149,1531-5355,2000,2000,,,,,,
,LEARNING DISABILITIES RESEARCH & PRACTICE,0938-8982,1540-5826,2001,16,,,,,,
,LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,1355-3259,2044-8333,1999,4,,,,,,Y
,LEGAL STUDIES,0261-3875,1748-121X,1997,17,,,,,,
,LEGISLATIVE STUDIES QUARTERLY,0362-9805,1939-9162,2002,27,,,,,,
,LETHAIA,0024-1164,1502-3931,1997,30,,,,,,
,LETTERS IN APPLIED MICROBIOLOGY,0266-8254,1472-765X,1997,24,,,,,,Y
,LEVIATHAN,1525-6995,1750-1849,1999,1,,,,,,
,LIPID TECHNOLOGY,0956-666X,1863-5377,2006,18,,,,,,
,LITERACY,1741-4350,1741-4369,1997,31,,,,,,
,LITERATURE COMPASS (ELECTRONIC),-,1741-4113,2004,1,,,,,,
,LIVER INTERNATIONAL,1478-3223,1478-3231,1997,17,,,,,,
,LIVER TRANSPLANTATION,1527-6465,1527-6473,2000,6,,,,,,
,LUBRICATION SCIENCE,0954-0075,1557-6833,2006,18,,,,,,
,LUMINESCENCE: THE JOURNAL OF BIOLOGICAL AND  CHEMICAL LUMINESCENCE,1522-7235,1522-7243,1997,,,,,,,
,MACROMOLECULAR BIOSCIENCE,1616-5187,1616-5195,2001,1,,,,,,
,MACROMOLECULAR CHEMISTRY AND PHYSICS,1022-1352,1521-3935,1998,199,,,,,,
,MACROMOLECULAR MATERIALS & ENGINEERING,1438-7492,1439-2054,1998,254,,,,,,
,MACROMOLECULAR RAPID COMMUNICATIONS,1022-1336,1521-3927,1998,20,,,,,,
,MACROMOLECULAR SYMPOSIA (ELECTRONIC),1022-1360,1521-3900,2000,149,,,,,,
,MACROMOLECULAR THEORY AND SIMULATIONS,1022-1344,1521-3919,1998,8,,,,,,
,MAGNETIC RESONANCE IN CHEMISTRY,0749-1581,1097-458X,1997,,,,,,,
,MAGNETIC RESONANCE IN MEDICINE,0740-3194,1522-2594,1999,41,,,,,,
,MAMMAL REVIEW,0305-1838,1365-2907,1997,26,,,,,,
,MANAGEMENT AND ORGANIZATION REVIEW,1740-8776,1740-8784,2005,1,,,,,,
,MANAGEMENT REPORT FOR NONUNION ORGANIZATIONS,0745-4880,1530-8286,1997,,,,,,,
,MANAGERIAL AND DECISION ECONOMICS,0143-6570,1099-1468,1997,,,,,,,Y
,MARINE ECOLOGY,0173-9565,1439-0485,1997,18,,,,,,
,MARINE MAMMAL SCIENCE,0824-0469,1748-7692,1997,13,,,,,,
,MASS SPECTROMETRY REVIEWS,0277-7037,1098-2787,1997,,,,,,,
,MATERIALS AND CORROSION/WERKSTOFFE UND KORROSION,0947-5117,1521-4176,1998,49,,,,,,
,MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,0933-5137,1521-4052,1999,30,,,,,,
,MATERNAL & CHILD NUTRITION,1740-8695,1740-8709,2005,1,,,,,,
,MATHEMATICAL FINANCE,0960-1627,1467-9965,1997,7,,,,,,
,MATHEMATICAL METHODS IN THE APPLIED SCIENCES,0170-4214,1099-1476,1997,,,,,,,
,MATHEMATISCHE NACHRICHTEN,0025-584X,1522-2616,2000,198,,,,,,
,MAUERWERK,1432-3427,1437-1022,2004,8,,,,,,
,MEDICAL AND VETERINARY ENTOMOLOGY,0269-283X,1365-2915,1997,11,,,,,,
,MEDICAL ANTHROPOLOGY QUARTERLY,0745-5194,1548-1387,1997,11,,,,,,
,MEDICAL EDUCATION,0308-0110,1365-2923,1997,31,,,,,,
,MEDICINAL RESEARCH REVIEWS,0198-6325,1098-1128,1997,,,,,,,
,MENTAL HEALTH WEEKLY,1058-1103,1556-7583,2005,15,,,,,,
,METAPHILOSOPHY,0026-1068,1467-9973,1997,28,,,,,,
,METEORITICS & PLANETARY SCIENCE,1086-9379,1945-5100,2010,43,,,,,,
,METEOROLOGICAL APPLICATIONS,1350-4827,1469-8080,1997,4,,,,,,
,METROECONOMICA,0026-1386,1467-999X,1997,48,,,,,,
,MICROBIOLOGY AND IMMUNOLOGY,0385-5600,1348-0421,2008,52,,,,,,
,MICROCIRCULATION,1073-9688,1549-8719,1997,4,,,,,,
,MICROSCOPY RESEARCH AND TECHNIQUE,1059-910X,1097-0029,1997,,,,,,,
,MICROSURGERY,0738-1085,1098-2752,1997,,,,,,,
,MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,0895-2477,1098-2760,1997,,,,,,,
,MIDDLE EAST POLICY,1061-1924,1475-4967,1997,5,,,,,,
,MIDWEST STUDIES IN PHILOSOPHY,0363-6550,1475-4975,1997,21,,,,,,
,MILTON QUARTERLY,0026-4326,1094-348X,1997,31,,,,,,
,MIND & LANGUAGE,0268-1064,1468-0017,1997,12,,,,,,
,MITTEILUNGEN AUS DEM MUSEUM FUER NATURKUNDE IN  BERLIN-DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,1435-1951,1860-1324,2005,52,,,,,,
,MLQ- MATHEMATICAL LOGIC QUARTERLY,0942-5616,1521-3870,2000,46,,,,,,
,MODERN LANGUAGE JOURNAL,0026-7902,1540-4781,1999,83,,,,,,Y
,MODERN THEOLOGY,0266-7177,1468-0025,1997,13,,,,,,
,MOLECULAR CARCINOGENESIS,0899-1987,1098-2744,1997,,,,,,,
,MOLECULAR ECOLOGY,0962-1083,1365-294X,1997,6,,,,,,
,MOLECULAR ECOLOGY RESOURCES,1755-098X,1755-0998,2001,8,,,,,,
,MOLECULAR INFORMATICS,1868-1743,1868-1751,1998,17,,,,,,
,MOLECULAR MICROBIOLOGY,0950-382X,1365-2958,1997,23,,,,,,
,MOLECULAR NUTRITION & FOOD RESEARCH,1613-4125,1613-4133,1998,42,,,,,,
,MOLECULAR ORAL MICROBIOLOGY,2041-1006,2041-1014,1997,12,,,,,,
,MOLECULAR PLANT PATHOLOGY,1464-6722,1364-3703,2000,1,,,,,,
,MOLECULAR REPRODUCTION & DEVELOPMENT,1040-452X,1098-2795,1997,,,,,,,
,MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,0037-976X,1540-5834,1997,62,,,,,,Y
,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,0035-8711,1365-2966,1998,293,,,,,,
,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY:  LETTERS (ELECTRONIC),1745-3925,1745-3933,2005,356,,,,,,
,MOVEMENT DISORDERS,0885-3185,1531-8257,1999,14,,,,,,
,MUSCLE AND NERVE,0148-639X,1097-4598,1997,,,,,,,
,MUSCULOSKELETAL CARE,1478-2189,1557-0681,2003,1,,,,,,
,MUSEUM ANTHROPOLOGY,0892-8339,1548-1379,1997,21,,,,,,
,MUSEUM INTERNATIONAL,1350-0775,1468-0033,1997,49,,,,,,
,MUSEUM INTERNATIONAL EDITION FRANCAISE,1020-2226,1755-5825,1997,49,,,,,,
,MUSIC ANALYSIS,0262-5245,1468-2249,1999,18,,,,,,Y
,MYCOSES,0933-7407,1439-0507,1997,,,,,,,
,NATIONAL CIVIC REVIEW,0027-9013,1542-7811,1998,87,,,,,,
,NATIONS AND NATIONALISM,1354-5078,1469-8129,1997,3,,,,,,
,NATURAL GAS & ELECTRICITY,1545-7893,1545-7907,2001,18,,,,,,
,NATURAL RESOURCE MODELING,0890-8575,1939-7445,1999,12,,,,,,
,NATURAL RESOURCES FORUM,0165-0203,1477-8947,1997,21,,,,,,
,NAVAL RESEARCH LOGISTICS: AN INTERNATIONAL  JOURNAL,0894-069X,1520-6750,1997,,,,,,,Y
,NEGOTIATION JOURNAL,0748-4526,1571-9979,1997,13,,,,,,
,NEPHROLOGY,1320-5358,1440-1797,1997,3,,,,,,
,NETWORKS: AN INTERNATIONAL JOURNAL,0028-3045,1097-0037,1997,,,,,,,
,NEUROGASTROENTEROLOGY & MOTILITY,1350-1925,1365-2982,1997,9,,,,,,
,NEUROMODULATION: TECHNOLOGY AT THE NEURAL INTERFACE,1094-7159,1525-1403,1999,2,,,,,,
,NEUROPATHOLOGY,0919-6544,1440-1789,1997,17,,,,,,
,NEUROPATHOLOGY & APPLIED NEUROBIOLOGY,0305-1846,1365-2990,1997,23,,,,,,
,NEUROUROLOGY AND URODYNAMICS,0733-2467,1520-6777,1997,,,,,,,
,NEW BLACKFRIARS,0028-4289,1741-2005,1997,78,,,,,,
,NEW DIRECTIONS FOR ADULT & CONTINUING EDUCATION,1052-2891,1536-0717,1997,1997,,,,,,
,NEW DIRECTIONS FOR CHILD & ADOLESCENT DEVELOPMENT,1520-3247,1534-8687,2001,2001,,,,,,
,NEW DIRECTIONS FOR COMMUNITY COLLEGES,0194-3081,1536-0733,1997,1997,,,,,,
,NEW DIRECTIONS FOR EVALUATION,1097-6736,1534-875X,2001,2001,,,,,,
,NEW DIRECTIONS FOR HIGHER EDUCATION,0271-0560,1536-0741,1997,1997,,,,,,
,NEW DIRECTIONS FOR INSTITUTIONAL RESEARCH,0271-0579,1536-075X,1997,1997,,,,,,
,NEW DIRECTIONS FOR STUDENT SERVICES,0164-7970,1536-0695,1997,1997,,,,,,
,NEW DIRECTIONS FOR TEACHING & LEARNING,0271-0633,1536-0768,1997,1997,,,,,,
,NEW DIRECTIONS FOR YOUTH DEVELOPMENT,1533-8916,1537-5781,2002,2002,,,,,,
,NEW PERSPECTIVES QUARTERLY,0893-7850,1540-5842,1999,16,,,,,,
,NEW PHYTOLOGIST,0028-646X,1469-8137,1997,135,,,,,,
,"NEW TECHNOLOGY, WORK AND EMPLOYMENT",0268-1072,1468-005X,1997,12,,,,,,Y
,NEW ZEALAND GEOGRAPHER,0028-8144,1745-7939,1997,53,,,,,,
,NMR IN BIOMEDICINE,0952-3480,1099-1492,1997,,,,,,,
,NONPROFIT BUSINESS ADVISOR,1531-5428,1949-3193,2009,2009,,,,,,
,NONPROFIT MANAGEMENT & LEADERSHIP,1048-6682,1542-7854,1998,9,,,,,,
,NORTH AMERICAN DIALOGUE (ELECTRONIC),1539-2546,1556-4819,,,,,,,,
,NOUS,0029-4624,1468-0068,1997,31,,,,,,
,NUMERICAL LINEAR ALGEBRA WITH APPLICATIONS,1070-5325,1099-1506,1997,,,,,,,
,NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL  EQUATIONS,0749-159X,1098-2426,1997,,,,,,,
,NURSING & HEALTH SCIENCES,1441-0745,1442-2018,1999,1,,,,,,Y
,NURSING FOR WOMENS HEALTH,1751-4851,1751-486X,1997,11,,,,,,
,NURSING FORUM,0029-6473,1744-6198,1997,32,,,,,,Y
,NURSING IN CRITICAL CARE,1362-1017,1478-5153,2003,8,,,,,,Y
,NURSING INQUIRY,1320-7881,1440-1800,1997,4,,,,,,
,NURSING PHILOSOPHY,1466-7681,1466-769X,2000,1,,,,,,Y
,NUTRITION & DIETETICS,1446-6368,1747-0080,2005,62,,,,,,
,NUTRITION BULLETIN,1471-9827,1467-3010,1997,22,,,,,,Y
,NUTRITION REVIEWS,0029-6643,1753-4887,1997,55,,,,,,Y
,OBESITY REVIEWS,1467-7881,1467-789X,2000,1,,,,,,
,OCCUPATIONAL THERAPY INTERNATIONAL,0966-7903,1557-0703,1997,,,,,,,Y
,OIKOS,0030-1299,1600-0706,2000,88,,,,,,
,OIL AND ENERGY TRENDS,0950-1045,1744-7992,2005,30,,,,,,
,OPEC ENERGY REVIEW,1753-0229,1753-0237,1997,21,,,,,,
,OPHTHALMIC AND PHYSIOLOGICAL OPTICS,0275-5408,1475-1313,1997,16,,,,,,
,OPTIMAL CONTROL APPLICATIONS AND METHODS,0143-2087,1099-1514,1997,,,,,,,
,ORAL DISEASES,1354-523X,1601-0825,1997,3,,,,,,
,ORAL SURGERY,1752-2471,1752-248X,2008,1,,,,,,
,ORBIS LITERARUM,0105-7510,1600-0730,1997,52,,,,,,
,ORTHODONTICS & CRANIOFACIAL RESEARCH,1601-6335,1601-6343,2002,5,,,,,,
,OXFORD BULLETIN OF ECONOMICS & STATISTICS,0305-9049,1468-0084,1997,59,,,,,,Y
,OXFORD JOURNAL OF ARCHAEOLOGY,0262-5253,1468-0092,1997,16,,,,,,
,PACIFIC ECONOMIC REVIEW,1361-374X,1468-0106,1997,2,,,,,,
,PACIFIC FOCUS,1225-4657,1976-5118,1997,12,,,,,,
,PACIFIC PHILOSOPHICAL QUARTERLY,0279-0750,1468-0114,1997,78,,,,,,
,PACING AND CLINICAL ELECTROPHYSIOLOGY,0147-8389,1540-8159,1997,20,,,,,,
,PACKAGING TECHNOLOGY AND SCIENCE,0894-3214,1099-1522,1997,,,,,,,
,PAEDIATRIC & PERINATAL EPIDEMIOLOGY,0269-5022,1365-3016,1997,11,,,,,,
,PAIN MEDICINE,1526-2375,1526-4637,2000,1,,,,,,
,PAIN PRACTICE,1530-7085,1533-2500,2001,1,,,,,,
,PALAEONTOLOGY,0031-0239,1475-4983,1999,42,,,,,,
,PAPERS IN REGIONAL SCIENCE,1056-8190,1435-5957,1997,76,,,,,,
,PARASITE IMMUNOLOGY,0141-9838,1365-3024,1997,19,,,,,,Y
,PARLIAMENTARY HISTORY,0264-2824,1750-0206,1997,16,,,,,,
,PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,0934-0866,1521-4117,1998,15,,,,,,
,PATHOLOGY INTERNATIONAL,1320-5463,1440-1827,1997,47,,,,,,
,PEACE & CHANGE,0149-0508,1468-0130,1997,22,,,,,,
,PEDIATRIC ALLERGY AND IMMUNOLOGY,0905-6157,1399-3038,1997,8,,,,,,
,PEDIATRIC ANESTHESIA,1155-5645,1460-9592,1997,7,,,,,,
,PEDIATRIC BLOOD & CANCER,1545-5009,1545-5017,1997,,,,,,,
,PEDIATRIC DERMATOLOGY,0736-8046,1525-1470,1997,14,,,,,,
,PEDIATRIC DIABETES,1399-543X,1399-5448,2000,1,,,,,,
,PEDIATRIC OBESITY,2047-6302,2047-6310,2012,7,,,,,,
,PEDIATRIC PULMONOLOGY,8755-6863,1099-0496,1997,24,,,,,,
,PEDIATRIC TRANSPLANTATION,1397-3142,1399-3046,1999,3,,,,,,
,PEDIATRICS INTERNATIONAL,1328-8067,1442-200X,1997,35,,,,,,Y
,PERFORMANCE IMPROVEMENT,1090-8811,1930-8272,2006,45,,,,,,
,PERFORMANCE IMPROVEMENT QUARTERLY,0898-5952,1937-8327,1997,10,,,,,,
,PERIODONTOLOGY 2000,0906-6713,1600-0757,1997,13,,,,,,
,PERMAFROST AND PERIGLACIAL PROCESSES,1045-6740,1099-1530,1997,,,,,,,
,PERSONAL RELATIONSHIPS,1350-4126,1475-6811,1997,4,,,,,,
,PERSONNEL PSYCHOLOGY,0031-5826,1744-6570,1997,50,,,,,,Y
,PERSPECTIVES IN PSYCHIATRIC CARE,0031-5990,1744-6163,1997,33,,,,,,
,PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,1538-6341,1931-2393,2003,35,,,,,,
,PERSPEKTIVEN DER WIRTSCHAFTSPOLITIK,1465-6493,1468-2516,2000,1,,,,,,
,PEST MANAGEMENT SCIENCE,1526-498X,1526-4998,1997,,,,,,,
,PHARMACEUTICAL STATISTICS: THE JOURNAL OF APPLIED  STATISTICS IN THE PHARMACEUTICAL INDUSTRY,1539-1604,1539-1612,2002,1,,,,,,
,PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,1053-8569,1099-1557,1997,,,,,,,
,PHARMAZIE IN UNSERER ZEIT (PHARMUZ),0048-3664,1615-1003,2001,29,,,,,,
,PHILOSOPHICAL FORUM,0031-806X,1467-9191,1999,30,,,,,,
,PHILOSOPHICAL INVESTIGATIONS,0190-0536,1467-9205,1997,20,,,,,,
,PHILOSOPHICAL ISSUES,1533-6077,1758-2237,2003,13,,,,,,
,PHILOSOPHICAL PERSPECTIVES,1520-8583,1758-2245,2003,17,,,,,,
,PHILOSOPHY AND PHENOMENOLOGICAL RESEARCH,0031-8205,1933-1592,2001,62,,,,,,
,PHILOSOPHY AND PUBLIC AFFAIRS,0048-3915,1088-4963,1997,26,,,,,,
,PHILOSOPHY COMPASS (ELECTRONIC),-,1747-9991,2006,1,,,,,,
,PHOTOCHEMISTRY & PHOTOBIOLOGY,0031-8655,1751-1097,1997,65,,,,,,
,"PHOTODERMATOLOGY, PHOTOIMMUNOLOGY & PHOTOMEDICINE",0905-4383,1600-0781,1998,14,,,,,,
,PHYCOLOGICAL RESEARCH,1322-0829,1440-1835,1997,45,,,,,,
,PHYSICA STATUS SOLIDI (A) APPLICATIONS AND MATERIALS SCIENCE,1862-6300,1862-6319,1997,159,,,,,,
,PHYSICA STATUS SOLIDI (B) BASIC SOLID STATE  PHYSICS,0370-1972,1521-3951,1997,199,,,,,,
,PHYSICA STATUS SOLIDI (C) - CURRENT TOPICS IN SOLID STATE PHYSICS,1862-6351,1610-1642,2003,7,,,,,,
,PHYSIK IN UNSERER ZEIT (PHIUZ),0031-9252,1521-3943,2000,31,,,,,,
,PHYSIOLOGIA PLANTARUM,0031-9317,1399-3054,1997,99,,,,,,
,PHYSIOLOGICAL ENTOMOLOGY,0307-6962,1365-3032,1997,22,,,,,,
,PHYSIOTHERAPY RESEARCH INTERNATIONAL,1358-2267,1471-2865,1997,,,,,,,Y
,PHYTOCHEMICAL ANALYSIS,0958-0344,1099-1565,1997,,,,,,,
,PHYTOTHERAPY RESEARCH,0951-418X,1099-1573,1997,,,,,,,
,PIGMENT CELL & MELANOMA RESEARCH,1755-1471,1755-148X,1997,10,,,,,,
,PLANT BIOLOGY,1435-8603,1438-8677,1999,1,,,,,,
,PLANT BIOTECHNOLOGY JOURNAL,1467-7644,1467-7652,2003,1,,,,,,
,PLANT BREEDING,0179-9541,1439-0523,1997,116,,,,,,
,PLANT CELL & ENVIRONMENT,0140-7791,1365-3040,1997,20,,,,,,
,PLANT PATHOLOGY,0032-0862,1365-3059,1997,46,,,,,,
,PLANT SPECIES BIOLOGY,0913-557X,1442-1984,1997,12,,,,,,
,PLASMA PROCESSES AND POLYMERS,1612-8850,1612-8869,2004,1,,,,,,
,POE STUDIES,1947-4644,1754-6095,1997,30,,,,,,
,POLAR: POLITICAL AND LEGAL ANTHROPOLOGY REVIEW,1081-6976,1555-2934,1997,20,,,,,,
,POLICY STUDIES JOURNAL,0190-292X,1541-0072,1997,25,,,,,,
,POLITICAL INSIGHT,2041-9058,2041-9066,2010,1,,,,,,Y
,POLITICAL PSYCHOLOGY,0162-895X,1467-9221,1997,18,,,,,,
,POLITICAL STUDIES,0032-3217,1467-9248,1997,45,,,,,,Y
,POLITICAL STUDIES REVIEW,1478-9299,1478-9302,2003,1,,,,,,Y
,POLITICS,0263-3957,1467-9256,1997,17,,,,,,Y
,POLITICS & POLICY,1555-5623,1747-1346,1997,25,,,,,,
,POLYMER COMPOSITES,0272-8397,1548-0569,1997,,,,,,,
,POLYMER ENGINEERING & SCIENCE,0032-3888,1548-2634,1997,,,,,,,
,POLYMER INTERNATIONAL,0959-8103,1097-0126,1997,,,,,,,
,POLYMERS FOR ADVANCED TECHNOLOGIES,1042-7147,1099-1581,1997,,,,,,,
,POPULATION AND DEVELOPMENT REVIEW,0098-7921,1728-4457,1999,25,,,,,,
,"POPULATION, SPACE AND PLACE (ELECTRONIC)",1544-8444,1544-8452,1997,3,,,,,,
,PRACTICAL DIABETES,2047-2897,2047-2900,2011,28,,,,,,Y
,PRENATAL DIAGNOSIS,0197-3851,1097-0223,1997,,,,,,,
,PRESCRIBER,0959-6682,1931-2253,2006,17,,,,,,
,PRESIDENTIAL STUDIES QUARTERLY,0360-4918,1741-5705,1999,29,,,,,,
,PROCEEDINGS IN APPLIED MATHEMATICS & MECHANICS,1617-7061,1617-7061,2002,1,,,,,,
,PROCEEDINGS OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE & TECHNOLOGY (ELECTRONIC),0044-7870,1550-8390,2002,39,,,,,,
,PROCEEDINGS OF THE ARISTOTELIAN SOCIETY (HARDBACK),0066-7374,1467-9264,1997,97,,,,,,
,PROCESS SAFETY PROGRESS,1066-8527,1547-5913,1999,18,,,,,,
,PRODUCTION AND OPERATIONS MANAGEMENT,1059-1478,1937-5956,1997,6,,,,,,
,PROGRESS IN NEUROLOGY AND PSYCHIATRY,1367-7543,1931-227X,2007,11,,,,,,
,PROGRESS IN PHOTOVOLTAICS: RESEARCH & APPLICATIONS,1062-7995,1099-159X,1997,,,,,,,
,PROJECT MANAGEMENT JOURNAL,8756-9728,1938-9507,2007,38,,,,,,
,"PROPELLANTS, EXPLOSIVES, PYROTECHNICS",0721-3115,1521-4087,1998,23,,,,,,
,"PROTEINS: STRUCTURE, FUNCTION AND BIOINFORMATICS",0887-3585,1097-0134,1997,,,,,,,
,PROTEOMICS,1615-9853,1615-9861,2001,1,,,,,,
,PSYCHIATRY AND CLINICAL NEUROSCIENCES,1323-1316,1440-1819,1997,51,,,,,,
,PSYCHOGERIATRICS,1346-3500,1479-8301,2001,1,,,,,,
,PSYCHOLOGY & MARKETING,0742-6046,1520-6793,1997,,,,,,,
,"PSYCHOLOGY AND PSYCHOTHERAPY: THEORY, RESEARCH AND  PRACTICE",1476-0835,2044-8341,1999,72,,,,,,Y
,PSYCHOLOGY IN THE SCHOOLS,0033-3085,1520-6807,1997,,,,,,,
,PSYCHO-ONCOLOGY,1057-9249,1099-1611,1997,,,,,,,
,PSYCHOPHYSIOLOGY,0048-5772,1469-8986,1997,34,,,,,,
,PSYCHOTHERAPY AND POLITICS INTERNATIONAL,1476-9263,1556-9195,2003,1,,,,,,
,PUBLIC ADMINISTRATION,0033-3298,1467-9299,1997,75,,,,,,
,PUBLIC ADMINISTRATION & DEVELOPMENT,0271-2075,1099-162X,1997,,,,,,,
,PUBLIC ADMINISTRATION REVIEW,0033-3352,1540-6210,2000,60,,,,,,
,PUBLIC BUDGETING AND FINANCE,0275-1100,1540-5850,1997,17,,,,,,
,PUBLIC HEALTH NURSING,0737-1209,1525-1446,1997,14,,,,,,Y
,PUBLIC POLICY RESEARCH,1744-5396,1744-540X,1997,4,,,,,,
,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,0748-8017,1099-1638,1997,,,,,,,
,R & D MANAGEMENT,0033-6807,1467-9310,1997,27,,,,,,
,RANDOM STRUCTURES AND ALGORITHMS,1042-9832,1098-2418,1997,,,,,,,
,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,0951-4198,1097-0231,1997,,,,,,,
,RATIO,0034-0006,1467-9329,1997,10,,,,,,
,RATIO JURIS,0952-1917,1467-9337,1997,10,,,,,,
,REAL ESTATE ECONOMICS,1080-8620,1540-6229,1997,25,,,,,,
,RECRUITING & RETAINING ADULT LEARNERS,2155-644X,2155-6458,2008,10,,,,,,
,REGIONAL SCIENCE POLICY AND PRACTICE,-,1757-7802,2008,1,,,,,,
,REGULATION & GOVERNANCE,1748-5983,1748-5991,2007,1,,,,,,
,RELIGIOUS STUDIES REVIEW,0319-485X,1748-0922,1997,26,,,,,,
,REMEDIATION,1051-5658,1520-6831,2001,12,,,,,,
